ship,fandom,genre,relType,isCanon,isRPF,totalWorks
Lance/Shiro,Voltron: Legendary Defender,Fantasy,M/M,No,No,4647
Lando Norris/Carlos Sainz Jr,Formula 1 RPF,Sports RPF,M/M,No,Yes,1786
Lando Norris/Oscar Piastri,Formula 1 RPF,Sports RPF,M/M,No,No,1132
Lapis Lazuli/Peridot,Steven Universe,Fantasy,Other,No,No,2358
Laudna/Imogen Temult,Critical Role,Video Game,F/F,Yes,No,1673
Laura Hollis/Carmilla Karnstein,Carmilla (Web Series),Fantasy,F/F,Yes,No,5114
Lavellan/Cullen Rutherford,Dragon Age: Inquisition,Video Game,Other,Semi-Canon,No,2898
Lavellan/Dorian Pavus,Dragon Age: Inquisition,Video Game,Other,Semi-Canon,No,1981
Lavellan/Solas,Dragon Age: Inquisition,Video Game,Other,Semi-Canon,No,6254
Lavender Brown/Ron Weasley,Harry Potter - J. K. Rowling,Fantasy,F/M,Yes,No,1532
Lavernius Tucker/Agent Washington,Red vs. Blue,Science Fiction,M/M,No,No,1477
"Lee ""Apollo"" Adama/Kara ""Starbuck"" Thrace",Battlestar Galactica,Science Fiction,F/M,Semi-Canon,No,1190
Lee Donghae/Lee Hyukjae | Eunhyuk,NCT (Band),K-Pop,M/M,No,Yes,2424
Lee Donghyuck | Haechan & Mark Lee,NCT (Band),K-Pop,M/M,No,Yes,1010
Lee Donghyuck | Haechan/Lee Jeno,NCT (Band),K-Pop,M/M,No,Yes,1444
Lee Donghyuck | Haechan/Mark Lee,NCT (Band),K-Pop,M/M,No,Yes,10581
Lee Donghyuck | Haechan/Na Jaemin,NCT (Band),K-Pop,M/M,No,Yes,1524
Lee Felix/Lee Minho | Lee Know,Stray Kids (Band),K-Pop,M/M,No,Yes,1550
Lee Felix/Seo Changbin,Stray Kids (Band),K-Pop,M/M,No,Yes,4690
Lee Felix/Yang Jeongin | I.N,Stray Kids (Band),K-Pop,M/M,No,Yes,1039
Lee Heeseung/Park Sunghoon,ENHYPEN (Band),K-Pop,M/M,No,Yes,1182
Lee Heeseung/Sim Jaeyun | Jake,ENHYPEN (Band),K-Pop,M/M,No,Yes,1820
Lee Hoseok | Wonho/Yoo Kihyun,Monsta X (Band),K-Pop,M/M,No,Yes,1174
Lee Jeno/Na Jaemin,NCT (Band),K-Pop,M/M,No,Yes,6849
Lee Minho | Lee Know/Seo Changbin,Stray Kids (Band),K-Pop,M/M,No,Yes,1331
Lee Taeyong/Chittaphon Leechaiyapornkul | Ten,NCT (Band),K-Pop,M/M,No,Yes,1039
Lee Taeyong/Nakamoto Yuta,NCT (Band),K-Pop,M/M,No,Yes,1369
Lee Taeyong/Suh Youngho | Johnny,NCT (Band),K-Pop,M/M,No,Yes,1748
Leia Organa & Anakin Skywalker | Darth Vader,Star Wars - All Media Types,Science Fiction,Gen,Yes,No,1185
Leia Organa & Luke Skywalker,Star Wars - All Media Types,Science Fiction,Gen,Yes,No,2058
Leia Organa/Han Solo,Star Wars - All Media Types,Science Fiction,F/M,Yes,No,6222
Leliana/Female Warden,Dragon Age,Video Game,F/F,Semi-Canon,No,1100
Leliana/Warden,Dragon Age,Video Game,Other,Semi-Canon,No,1313
"Lena ""Tracer"" Oxton/Widowmaker | Amélie Lacroix",Overwatch,Video Game,F/F,No,No,1369
Leo Fitz & Jemma Simmons,Agents of S.H.I.E.L.D. (TV),Superhero,Gen,Yes,No,2579
Leo Fitz/Jemma Simmons,Agents of S.H.I.E.L.D. (TV),Superhero,F/M,Yes,No,7738
Leo Hölzer/Adam Schürk,Tartot,Crime,M/M,No,No,1783
Leon S. Kennedy/Ada Wong,Resident Evil,Video Game,F/M,Semi-Canon,No,1330
Leon S. Kennedy/Chris Redfield,Resident Evil,Video Game,M/M,No,No,1823
Leon S. Kennedy/Claire Redfield,Resident Evil,Video Game,F/M,Yes,No,1129
Leon S. Kennedy/Luis Serra,Resident Evil,Video Game,M/M,No,No,1105
Leon S. Kennedy/Reader,Resident Evil,Video Game,XReader,No,XReader,2442
Leon S. Kennedy/You,Resident Evil,Video Game,XReader,No,XReader,2509
"Leonard ""Bones"" McCoy/Spock",Star Trek,Science Fiction,M/M,No,No,3446
Leonardo & Michelangelo,TMNT,Superhero,Gen,Yes,No,1793
Leonardo & Raphael,TMNT,Superhero,Gen,Yes,No,1488
Leonardo/Raphael,TMNT,Superhero,M/M,No,No,1121
Leone Abbacchio/BruNoBuccellati,JoJo's Bizarre Adventure,Fantasy,M/M,No,No,4567
Leslie Knope/Ben Wyatt,Parks and Recreation,Slice of Life,F/M,Yes,No,1198
Lestat de Lioncourt/Louis de Pointe du Lac,Vampire Chronicles Series - Anne Rice,Fantasy,M/M,Yes,No,2453
Levi Ackerman & Eren Yeager,Shingeki NoKyojin | Attack on Titan,Fantasy,Gen,Yes,No,2484
Levi Ackerman & Erwin Smith,Shingeki NoKyojin | Attack on Titan,Fantasy,Gen,Yes,No,1649
Levi Ackerman & Hange Zoë,Shingeki NoKyojin | Attack on Titan,Fantasy,Gen,Yes,No,1868
Levi Ackerman & Reader,Shingeki NoKyojin | Attack on Titan,Fantasy,XReader,No,XReader,2068
Levi Ackerman & You,Shingeki NoKyojin | Attack on Titan,Fantasy,XReader,No,XReader,2080
Levi Ackerman/Eren Yeager,Shingeki NoKyojin | Attack on Titan,Fantasy,M/M,No,No,17416
Levi Ackerman/Erwin Smith,Shingeki NoKyojin | Attack on Titan,Fantasy,M/M,No,No,12963
Levi Ackerman/Hange Zoë,Shingeki NoKyojin | Attack on Titan,Fantasy,Other,No,No,3869
Levi Ackerman/Mikasa Ackerman,Shingeki NoKyojin | Attack on Titan,Fantasy,F/M,No,No,1226
Levi Ackerman/Original Female Character(s),Shingeki NoKyojin | Attack on Titan,Fantasy,F/M,No,No,1036
Levi Ackerman/Petra Ral,Shingeki NoKyojin | Attack on Titan,Fantasy,F/M,No,No,1511
Levi Ackerman/Reader,Shingeki NoKyojin | Attack on Titan,Fantasy,XReader,No,XReader,4303
Levi Ackerman/You,Shingeki NoKyojin | Attack on Titan,Fantasy,XReader,No,XReader,4336
Leviathan/Reader,Shall We Date?: Obey Me!,Video Game,XReader,No,XReader,1401
Levy McGarden/Gajeel Redfox,Fairy Tail,Fantasy,F/M,Yes,No,2220
Lewis Hamilton/Nico Rosberg,Formula 1 RPF,Sports RPF,M/M,No,Yes,1232
Liam Dunbar/Theo Raeken,Teen Wolf,Fantasy,M/M,No,No,6193
Liam Payne/Harry Styles,One Direction (Band),Western Artist,M/M,No,Yes,1425
Liam Payne/Louis Tomlinson,One Direction (Band),Western Artist,M/M,No,Yes,2652
Lie Ren/Nora Valkyrie,RWBY,Fantasy,F/M,Yes,No,1876
Lilith Magne | Morningstar/Lucifer Magne | Morningstar,Hazbin Hotel,Fantasy,F/M,Yes,No,1390
Lily Evans Potter & Severus Snape,Harry Potter - J. K. Rowling,Fantasy,Gen,Yes,No,1614
Lily Evans Potter/James Potter,Harry Potter - J. K. Rowling,Fantasy,F/M,Yes,No,26747
Lily Evans Potter/Severus Snape,Harry Potter - J. K. Rowling,Fantasy,F/M,No,No,2858
Lim Jaebeom | Jay B/Park Jinyoung,GOT7 (Band),K-Pop,M/M,No,Yes,3316
Lin Beifong/Kya II,Avatar: The Last Airbender,Science Fiction,F/F,No,No,1404
Link & Zelda,Legend of Zelda,Video Game,Gen,Yes,No,3228
Link/Prince Sidon,Legend of Zelda,Video Game,M/M,No,No,2061
Link/Zelda,Legend of Zelda,Video Game,F/M,Yes,No,7384
Lio Fotia/Galo Thymos,Promare (2019),Science Fiction,M/M,No,No,1991
Lionel Messi/Neymar,Soccer RPF,Sports RPF,M/M,No,Yes,1061
Lisa Braeden/Dean Winchester,Supernatural,Fantasy,F/M,Yes,No,2042
Liu Chenxiang/Yang Jian | Erlang Shen,New Gods (Movies),Fantasy,M/M,No,No,1890
Liu Er Mihou | Six-eared Macaque/Sun Wukong | Monkey King,LEGO Monkie Kid,Fantasy,M/M,No,No,3012
Liǔ Qīnggē/Shěn Jiǔ | Original Shěn Qīngqiū,The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,Romance,M/M,No,No,1192
Liǔ Qīnggē/Shěn Yuán | Shěn Qīngqiū,The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,Romance,M/M,No,No,1708
Lo Hon-ting | Anson Lo/Lui Cheuk-on | Edan Lui,MIRROR (Hong Kong Band),Celebrity RPF,M/M,No,Yes,2949
Logan Echolls/Veronica Mars,Veronica Mars,Crime,F/M,Yes,No,2542
Logan/Scott Summers,X-Men,Superhero,M/M,No,No,1413
Logic | Logan Sanders/Morality | Patton Sanders,Sanders Sides,Slice of Life,M/M,No,No,3903
Loid Forger | Twilight/Yor Briar Forger | Thorn Princess,SPY x FAMILY,Crime,F/M,Semi-Canon,No,3351
Loki & Mobius M. Mobius,Marvel Cinematic Universe,Superhero,Gen,Yes,No,1298
Loki & Reader,Marvel Cinematic Universe,Superhero,XReader,No,XReader,1441
Loki & Thor,Marvel Cinematic Universe,Superhero,Gen,Yes,No,7279
Loki & Tony Stark,Marvel Cinematic Universe,Superhero,Gen,Yes,No,1448
Loki/Mobius M. Mobius,Marvel Cinematic Universe,Superhero,Other,No,No,4886
Loki/Original Character(s),Marvel Cinematic Universe,Superhero,Original,No,No,5992
Loki/Original Female Character(s),Marvel Cinematic Universe,Superhero,Other,No,No,5015
Loki/Reader,Marvel Cinematic Universe,Superhero,XReader,No,XReader,7937
Loki/Sif,Marvel Cinematic Universe,Superhero,Other,Yes,No,1023
Loki/Steve Rogers,Marvel Cinematic Universe,Superhero,Other,No,No,1419
Loki/Sylvie,Marvel Cinematic Universe,Superhero,Other,Semi-Canon,No,2193
Loki/Thor,Marvel Cinematic Universe,Superhero,Other,No,No,14056
Loki/Tony Stark,Marvel Cinematic Universe,Superhero,Other,No,No,11793
Lu Han/Oh Sehun,EXO (Band),K-Pop,M/M,No,Yes,1471
Luca Kaneshiro/Shu Yamino,Nijisanji,Youtube RPF,M/M,No,No,1756
Lucifer/Main Character,Shall We Date?: Obey Me!,Video Game,Other,No,No,1474
Lucifer/Original Character(s),Shall We Date?: Obey Me!,Video Game,Original,No,No,1102
Lucifer/Reader,Shall We Date?: Obey Me!,Video Game,XReader,No,XReader,1849
Lucifer/Sam Winchester,Supernatural,Fantasy,M/M,No,No,3525
Lucifer/You,Shall We Date?: Obey Me!,Video Game,XReader,No,XReader,1906
Lucius Malfoy/Harry Potter,Harry Potter - J. K. Rowling,Fantasy,M/M,No,No,1215
Lucius Malfoy/Narcissa Black Malfoy,Harry Potter - J. K. Rowling,Fantasy,F/M,Yes,No,6129
Lucius Malfoy/Severus Snape,Harry Potter - J. K. Rowling,Fantasy,M/M,No,No,1565
Lucy Carlyle/Anthony Lockwood,Lockwood & Co.,Crime,F/M,Semi-Canon,No,2671
Lucy Tara/Kate Whistler,NCIS: Hawai'i,Crime,F/F,Yes,No,1368
Luigi & Mario,Nintendo,Video Game,Gen,Yes,No,1010
Luka Couffaine/Marinette Dupain-Cheng | Ladybug,Miraculous Ladybug,Superhero,F/M,Yes,No,3722
Luke Hemmings/Ashton Irwin,5 Seconds of Summer (Band),Western Artist,M/M,No,Yes,2654
Luke Hemmings/Calum Hood,5 Seconds of Summer (Band),Western Artist,M/M,No,Yes,1261
Luke Skywalker & Darth Vader,Star Wars,Science Fiction,Gen,Yes,No,2045
Luke Skywalker/Han Solo,Star Wars,Science Fiction,M/M,No,No,1478
Luna Lovegood/Ginny Weasley,Harry Potter - J. K. Rowling,Fantasy,F/F,No,No,3663
Luna Lovegood/Harry Potter,Harry Potter - J. K. Rowling,Fantasy,F/M,No,No,1807
Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,Romance,M/M,Yes,No,6741
"Luxanna ""Lux"" Crownguard/Jinx",Arcane: League of Legends (Cartoon 2021),Fantasy,F/F,No,No,1110
Lyanna Stark/Rhaegar Targaryen,Game of Thrones,Fantasy,F/M,Yes,No,1883
Lydia Martin & Stiles Stilinski,Teen Wolf,Fantasy,Gen,Yes,No,1135
Lydia Martin/Jackson Whittemore,Teen Wolf,Fantasy,F/M,Yes,No,4072
Lydia Martin/Stiles Stilinski,Teen Wolf,Fantasy,F/M,Yes,No,4676
Ma Long/Xu Xin,Table Tennis RPF,Sports RPF,M/M,No,Yes,1114
Ma Long/Zhang Jike,Table Tennis RPF,Sports RPF,M/M,No,Yes,1853
Mac McDonald/Dennis Reynolds,It's Always Sunny in Philadelphia,Slice of Life,M/M,Semi-Canon,No,2172
"Maddie Buckley/Howie ""Chimney"" Han",9-1-2001,Crime,F/M,Yes,No,2570
Mage Inquisitor/Cullen Rutherford,Dragon Age,Video Game,Other,Semi-Canon,No,1414
Mage Inquisitor/Solas,Dragon Age: Inquisition,Video Game,Other,Semi-Canon,No,5064
Mage Lavellan/Solas,Dragon Age: Inquisition,Video Game,Other,Semi-Canon,No,4066
Maggie Greene/Glenn Rhee,The Walking Dead,Science Fiction,F/M,Yes,No,1461
Magnus Bane & Alec Lightwood,Shadowhunters (TV),Science Fiction,Gen,Yes,No,3255
Magnus Bane/Alec Lightwood,Mortal Instruments Series - Cassandra Clare,Fantasy,M/M,Yes,No,29903
Mai/Zuko,Avatar: The Last Airbender,Science Fiction,F/M,Yes,No,2700
Main Character/Mammon,Shall We Date?: Obey Me!,Video Game,Other,No,No,1362
Maka Albarn/Soul Eater Evans,Soul Eater,Fantasy,F/M,No,No,1787
"Malcolm Reed/Charles ""Trip"" Tucker III",Star Trek: Enterprise,Science Fiction,M/M,No,No,1353
Male Inquisitor/Dorian Pavus,Dragon Age: Inquisition,Video Game,M/M,Semi-Canon,No,4022
Male Lavellan/Dorian Pavus,Dragon Age: Inquisition,Video Game,M/M,Semi-Canon,No,1837
Male Mage Inquisitor/Dorian Pavus,Dragon Age: Inquisition,Video Game,M/M,Semi-Canon,No,2262
Malik Al-Sayf/Altaïr Ibn-La'Ahad,Assasin's Creed,Video Game,M/M,No,No,1016
Mammon/Original Character(s),Shall We Date?: Obey Me!,Video Game,Original,No,No,1131
Mammon/Reader,Shall We Date?: Obey Me!,Video Game,XReader,No,XReader,1994
Mammon/You,Shall We Date?: Obey Me!,Video Game,XReader,No,XReader,2055
Mara Jade/Luke Skywalker,Star Wars,Science Fiction,F/M,Yes,No,1170
Marc Anciel/Nathaniel Kurtzberg,Miraculous Ladybug,Superhero,M/M,Yes,No,2106
Marco Bott & Jean Kirstein,Shingeki NoKyojin | Attack on Titan,Fantasy,Gen,Yes,No,1461
Marco Bott/Jean Kirstein,Shingeki NoKyojin | Attack on Titan,Fantasy,M/M,No,No,6821
Maria Hill/Natasha Romanov,Marvel Cinematic Universe,Superhero,F/F,No,No,2445
"Maria Lewis Reynolds/Elizabeth ""Eliza"" Schuyler",Hamilton – Miranda,Historical,F/F,No,No,1139
Mariano Guzmán/Dolores Madrigal,Encanto,Fantasy,F/M,Yes,No,1014
Marina/Pearl,Splatoon,Video Game,F/F,No,No,1316
Marinette Dupain-Cheng | Ladybug/Damian Wayne,Miraculous Ladybug,Superhero,F/M,No,No,1713
Mario/Princess Peach,Nintendo,Video Game,F/M,Yes,No,1185
Mark Fischbach/Sean McLoughlin,Video Blogging RPF,Youtube RPF,M/M,No,Yes,4158
Mark Lee/Suh Youngho | Johnny,NCT (Band),K-Pop,M/M,No,Yes,1064
Mark Tuan/Jackson Wang,GOT7 (Band),K-Pop,M/M,No,Yes,2218
Markus/Simon,Detroit: Become Human,Video Game,Other,No,No,1499
Marlene McKinnon/Dorcas Meadowes,Harry Potter - J. K. Rowling,Fantasy,F/F,No,No,8623
"Martin Blackwood/Jonathan ""Jon"" Sims | The Archivist",The Magnus Archives (Podcast),Thriller,M/M,Yes,No,10681
Mary Macdonald/Lily Evans Potter,Harry Potter - J. K. Rowling,Fantasy,F/F,No,No,3180
Mary Morstan/John Watson,Sherlock (TV),Crime,F/M,Yes,No,6358
Matsumoto Jun/Sakurai Sho,Arashi (Band),Celebrity RPF,M/M,No,Yes,1538
Matsuoka Rin/Nanase Haruka,Free!,Sports,M/M,No,No,3414
Matsuoka Rin/Nitori Aiichirou,Free!,Sports,M/M,No,No,1004
Matsuoka Rin/Yamazaki Sousuke,Free!,Sports,M/M,No,No,1699
Matt | Mail Jeevas/Mello | Mihael Keehl,Death Note,Fantasy,M/M,No,No,1227
"Matt Boyd/Danielle ""Dan"" Wilds",The Foxhole Court,Sports,F/M,Yes,No,1223
Matt Holt/Shiro,Voltron,Fantasy,M/M,No,No,1921
"Matt Murdock & Franklin ""Foggy"" Nelson",Daredevil,Superhero,Gen,Yes,No,2125
Matt Murdock & Peter Parker,Marvel Cinematic Universe,Superhero,Gen,No,No,1171
"Matt Murdock/Franklin ""Foggy"" Nelson",Daredevil,Superhero,M/M,No,No,3404
Matt Murdock/Reader,Daredevil,Superhero,XReader,No,XReader,1488
Matteo Florenzi/David Schreibner,Druck,Slice of Life,M/M,Yes,No,1007
Matthias Helvar/Nina Zenik,Grishaverse,Fantasy,F/M,Semi-Canon,No,2082
Maura Isles/Jane Rizzoli,Rizzoli & Isles,Crime,F/F,No,No,2130
"Maxine ""Max"" Caulfield/Chloe Price",Life is Strange,Video Game,F/F,Yes,No,3420
"Maxine ""Max"" Mayfield/Lucas Sinclair",Stranger Things,Thriller,F/M,Yes,No,4704
May Parker & Peter Parker,Spider-Man,Superhero,Gen,Yes,No,4524
Maya Bishop & Carina DeLuca,Station 19,Crime,Gen,Yes,No,2151
Maya Bishop/Carina DeLuca,Station 19,Crime,F/F,Yes,No,3636
Megatron/Optimus Prime,Transformers,Science Fiction,M/M,No,No,2681
Megatron/Starscream,Transformers,Science Fiction,M/M,No,No,1885
Melinda May & Skye | Daisy Johnson,Agents of S.H.I.E.L.D. (TV),Superhero,Gen,Yes,No,1293
Melissa McCall/Sheriff Stilinski,Teen Wolf,Fantasy,F/M,Semi-Canon,No,1497
Meng Hetang/Zhou Jiuliang,Chinese Comedian RPF,Celebrity RPF,M/M,No,Yes,1047
Mèng Yáo | Jīn Guāngyáo/Niè Míngjué,Módào Zǔshī - Mòxiāng Tóngxiù,Fantasy,M/M,No,No,1590
Meredith Grey/Addison Montgomery,Grey's Anatomy,Slice of Life,F/F,No,No,1565
Merlin & Arthur Pendragon,Merlin (TV),Fantasy,Gen,Yes,No,6210
Merlin/Arthur Pendragon,Merlin (TV),Fantasy,M/M,No,No,33355
"Merlin/Gary ""Eggsy"" Unwin",Kingsman (Movies),Crime,M/M,No,No,1035
Merlin/Morgan le Fay,Merlin (TV),Fantasy,F/M,No,No,1178
Merlin/Morgana,Merlin (TV),Fantasy,F/M,No,No,1392
Metacrisis Tenth Doctor/Rose Tyler,Doctor Who,Science Fiction,F/M,Yes,No,3285
Mettaton/Papyrus,Undertale,Video Game,M/M,No,No,1486
Mew Suppasit Jongcheveevat/Gulf Kanawut Traipipattanapong,TharnType: The Series (TV),Romance,M/M,Yes,No,1751
Michael Afton & William Afton | Dave Miller,Five Nights At Freddy's,Video Game,Gen,Yes,No,1167
Michael Clifford/Calum Hood,5 Seconds of Summer (Band),Western Artist,M/M,No,Yes,1643
Michael Clifford/Luke Hemmings,5 Seconds of Summer (Band),Western Artist,M/M,No,Yes,2724
Michael Guerin/Alex Manes,Roswell New Mexico (TV 2019),Science Fiction,M/M,Yes,No,4457
Michael/Adam Milligan,Supernatural,Fantasy,M/M,No,No,1373
Michelangelo & Raphael,TMNT,Superhero,Gen,Yes,No,1186
Michelle Jones & Ned Leeds & Peter Parker,Marvel Cinematic Universe,Superhero,Gen,Yes,No,3161
Michelle Jones & Peter Parker,Marvel Cinematic Universe,Superhero,Gen,Yes,No,2581
Michelle Jones/Peter Parker,Marvel Cinematic Universe,Superhero,F/M,Yes,No,7482
Mick Rory/Leonard Snart,The Flash (TV 2014),Superhero,M/M,No,No,1983
Midorima Shintarou/Takao Kazunari,Kuroko NoBasuke | Kuroko's Basketball,Sports,M/M,No,No,2468
Midoriya Hisashi & Midoriya Izuku,Boku NoHero Academia | My Hero Academia,Superhero,Gen,Yes,No,1152
Midoriya Hisashi/Midoriya Inko,Boku NoHero Academia | My Hero Academia,Superhero,F/M,Yes,No,2225
Midoriya Inko & Midoriya Izuku,Boku NoHero Academia | My Hero Academia,Superhero,Gen,Yes,No,6104
Midoriya Inko/Yagi Toshinori | All Might,Boku NoHero Academia | My Hero Academia,Superhero,F/M,No,No,2333
Midoriya Izuku & Everyone,Boku NoHero Academia | My Hero Academia,Superhero,Multi,No,No,2002
Midoriya Izuku & Nedzu,Boku NoHero Academia | My Hero Academia,Superhero,Gen,Yes,No,1715
Midoriya Izuku & Original Character(s),Boku NoHero Academia | My Hero Academia,Superhero,Gen,No,No,2742
Midoriya Izuku & Sensei | All For One,Boku NoHero Academia | My Hero Academia,Superhero,Gen,Yes,No,2405
Midoriya Izuku & Shigaraki Tomura | Shimura Tenko,Boku NoHero Academia | My Hero Academia,Superhero,Gen,Yes,No,2856
Midoriya Izuku & Shinsou Hitoshi,Boku NoHero Academia | My Hero Academia,Superhero,Gen,Yes,No,6461
Midoriya Izuku & Takami Keigo | Hawks,Boku NoHero Academia | My Hero Academia,Superhero,Gen,Yes,No,1157
Midoriya Izuku & Todoroki Shouto,Boku NoHero Academia | My Hero Academia,Superhero,Gen,Yes,No,7609
Midoriya Izuku & Toga Himiko,Boku NoHero Academia | My Hero Academia,Superhero,Gen,Yes,No,1280
Midoriya Izuku & Uraraka Ochako,Boku NoHero Academia | My Hero Academia,Superhero,Gen,Yes,No,4700
Midoriya Izuku & Yagi Toshinori | All Might,Boku NoHero Academia | My Hero Academia,Superhero,Gen,Yes,No,7852
Midoriya Izuku & Yamada Hizashi | Present Mic,Boku NoHero Academia | My Hero Academia,Superhero,Gen,Yes,No,2743
Midoriya Izuku/Original Character(s),Boku NoHero Academia | My Hero Academia,Superhero,Original,No,No,1267
Midoriya Izuku/Reader,Boku NoHero Academia | My Hero Academia,Superhero,XReader,No,XReader,2823
Midoriya Izuku/Shigaraki Tomura | Shimura Tenko,Boku NoHero Academia | My Hero Academia,Superhero,M/M,No,No,1497
Midoriya Izuku/Shinsou Hitoshi,Boku NoHero Academia | My Hero Academia,Superhero,M/M,No,No,4803
Midoriya Izuku/Todoroki Shouto,Boku NoHero Academia | My Hero Academia,Superhero,M/M,No,No,23132
Midoriya Izuku/Toga Himiko,Boku NoHero Academia | My Hero Academia,Superhero,F/M,Semi-Canon,No,1088
Midoriya Izuku/Uraraka Ochako,Boku NoHero Academia | My Hero Academia,Superhero,F/M,Semi-Canon,No,9388
Midoriya Izuku/Yaoyorozu Momo,Boku NoHero Academia | My Hero Academia,Superhero,F/M,No,No,1404
Miguel O'Hara/Reader,Spider-Man,Superhero,XReader,No,XReader,2227
Mikage Reo/Nagi Seishirou,Blue Lock,Sports,M/M,No,No,3397
Mikasa Ackerman & Armin Arlert & Eren Yeager,Shingeki NoKyojin | Attack on Titan,Fantasy,Gen,Yes,No,1135
Mikasa Ackerman/Annie Leonhart,Shingeki NoKyojin | Attack on Titan,Fantasy,F/F,No,No,1780
Mikasa Ackerman/Eren Yeager,Shingeki NoKyojin | Attack on Titan,Fantasy,F/M,Yes,No,4693
Mikasa Ackerman/Jean Kirstein,Shingeki NoKyojin | Attack on Titan,Fantasy,F/M,Semi-Canon,No,1684
Mike Ross/Harvey Specter,Suits,Slice of Life,M/M,No,No,3085
Mikey | Sano Manjirou & Takemitchy | Hanagaki Takemichi,Tokyo Revengers,Science Fiction,Gen,Yes,No,1022
Mikey | SaNoManjirou/Takemitchy | Hanagaki Takemichi,Tokyo Revengers,Science Fiction,M/M,No,No,3286
Mikey Way/Pete Wentz,Fall Out Boy (Band),Western Artist,M/M,No,Yes,2027
Mikleo/Sorey,Tales of Zestiria,Video Game,M/M,No,No,1345
"Miles ""Tails"" Prower & Sonic the Hedgehog",Sonic the Hedgehog,Video Game,Gen,Yes,No,2115
Miles Morales/Gwen Stacy | Spider-Gwen,Spider-Man,Superhero,F/M,Yes,No,1128
Millie/Moxxie,Hazbin Hotel,Fantasy,F/M,Yes,No,1987
Millions Knives/Vash the Stampede,Trigun Stampede,Science Fiction,M/M,No,No,1314
Min Yoongi | Suga/Everyone,Bangtan Boys | BTS,K-Pop,Other,No,Yes,1448
Min Yoongi | Suga/Original Character(s),Bangtan Boys | BTS,K-Pop,Original,No,No,2022
Min Yoongi | Suga/Original Female Character(s),Bangtan Boys | BTS,K-Pop,F/M,No,No,1676
Min Yoongi | Suga/Park Jimin,Bangtan Boys | BTS,K-Pop,M/M,No,Yes,27452
Min Yoongi | Suga/Reader,Bangtan Boys | BTS,K-Pop,XReader,No,XReader,4580
Min Yoongi | Suga/You,Bangtan Boys | BTS,K-Pop,XReader,No,XReader,4743
Minamoto Kou/Mitsuba Sousuke,Toilet-bound Hanako-kun,Fantasy,M/M,No,No,1184
Minho/Thomas,The Maze Runner Series - James Dashner,Science Fiction,M/M,No,No,1019
Miranda Priestly/Andrea Sachs,Devil Wears Prada,Slice of Life,F/F,No,No,3102
Miroku/Sango,InuYasha,Fantasy,F/M,Yes,No,1570
Mischa Bachinski/Noel Gruber,Ride the Cyclone,Fantasy,M/M,No,No,1064
Misty Day/Cordelia Foxx | Cordelia Goode,American Horror Story,Thriller,F/F,No,No,1107
Mitsui Hisashi/Miyagi Ryota,Slam Dunk,Sports,M/M,No,No,2639
Mitsurugi Reiji | Miles Edgeworth & Naruhodou Ryuuichi | Phoenix Wright,Gyakuten Saiban | Ace Attorney,Video Game,Gen,Yes,No,1320
Mitsurugi Reiji | Miles Edgeworth/Naruhodou Ryuuichi | Phoenix Wright,Gyakuten Saiban | Ace Attorney,Video Game,M/M,No,No,9608
Mitsurugi Reiji/Naruhodou Ryuuichi | Miles Edgeworth/Phoenix Wright,Gyakuten Saiban | Ace Attorney,Video Game,Multi,No,No,1610
Miya Atsumu & Miya Osamu,Haikyuu!!,Sports,Gen,Yes,No,2273
Miya Atsumu/Miya Osamu,Haikyuu!!,Sports,M/M,No,No,1608
Miya Atsumu/Reader,Haikyuu!!,Sports,XReader,No,XReader,1226
Miya Atsumu/Sakusa Kiyoomi,Haikyuu!!,Sports,M/M,No,No,12326
Miya Osamu/Suna Rintarou,Haikyuu!!,Sports,M/M,No,No,4056
Miyuki Kazuya/Sawamura Eijun,Ace of Diamond,Sports,M/M,No,No,4326
Mòběi-jūn/Shàng Qīnghuá,The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,Romance,M/M,Yes,No,3683
Moblit Berner/Hange Zoë,Shingeki NoKyojin | Attack on Titan,Fantasy,Other,No,No,1060
Mohammed Abdul | Muhammad Avdol/Jean Pierre Polnareff,JoJo's Bizarre Adventure,Fantasy,M/M,No,No,1024
Molly Hooper/Greg Lestrade,Sherlock (TV),Crime,F/M,No,No,1043
Mollymauk Tealeaf/Caleb Widogast,Critical Role,Video Game,Other,No,No,1851
Momota Kaito/Oma Kokichi,Danganronpa,Video Game,M/M,No,No,1358
Momota Kaito/Saihara Shuichi,Danganronpa,Video Game,M/M,Semi-Canon,No,1077
Mona/Scaramouche,Genshin Impact,Video Game,F/M,No,No,1123
Monkey D. Luffy & Mugiwara Kaizoku | Strawhat Pirates,One Piece,Fantasy,Gen,Yes,No,1297
Monkey D. Luffy & Portgas D. Ace,One Piece,Fantasy,Gen,Yes,No,1124
Monkey D. Luffy & Portgas D. Ace & Sabo,One Piece,Fantasy,Gen,Yes,No,2087
Monkey D. Luffy & Roronoa Zoro,One Piece,Fantasy,Gen,Yes,No,1129
Monkey D. Luffy/Nami,One Piece,Fantasy,F/M,No,No,1082
Monkey D. Luffy/Roronoa Zoro,One Piece,Fantasy,M/M,No,No,3027
